brand,OS,processor,RAM,storage,display,num_of_ratings,num_of_reviews,warranty,product_rating,price
Acer,Windows OS,Intel i5,16,1024.0,14,65.0,6.0,1,4.4,51990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,15,401.0,23.0,1,4.0,43990.0
MSI,Windows OS,Intel i5,16,512.0,15,20.0,5.0,1,4.0,53989.0
Lenovo,Windows OS,Intel i5,16,512.0,15,718.0,47.0,1,4.3,56065.0
Acer,Windows OS,Intel i1,8,512.0,15,193.0,27.0,1,3.8,22999.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,15,914.0,78.0,1,4.1,122990.0
Colorful,Windows OS,Intel i5,16,512.0,15,164.0,31.0,2,4.2,64990.0
DELL,Windows OS,Intel i5,16,1024.0,15,24.0,2.0,1,3.9,77990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Windows OS,Intel i5,16,512.0,14,141.0,25.0,1,4.4,82690.0
Lenovo,Windows OS,Intel i5,16,512.0,14,336.0,44.0,1,4.2,73190.0
Acer,Windows OS,AMD Ryzen 5,16,512.0,14,797.0,93.0,1,4.3,39990.0
Acer,Windows OS,AMD Ryzen 7,16,512.0,15,236.0,25.0,1,4.0,39990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
Acer,Windows OS,AMD Ryzen 5,16,512.0,15,884.0,78.0,1,4.0,36990.0
Lenovo,Windows OS,Intel i5,8,512.0,14,2004.0,102.0,1,4.2,45990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,AMD Ryzen 5,16,512.0,14,797.0,93.0,1,4.3,39990.0
MSI,Windows OS,AMD Ryzen 5,8,512.0,15,3072.0,340.0,1,4.4,36990.0
Lenovo,Windows OS,Intel i5,16,512.0,14,14.0,1.0,1,3.8,50690.0
ASUS,Windows OS,AMD Ryzen 5,8,512.0,15,2480.0,201.0,1,4.4,44990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Lenovo,Windows OS,Intel i3,16,512.0,15,43.0,2.0,1,4.0,32890.0
HP,Windows OS,Intel i5,16,512.0,16,142.0,10.0,1,4.4,72990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
Acer,Windows OS,Intel i1,8,512.0,15,193.0,27.0,1,3.8,22999.0
Infinix,Windows OS,Intel i7,16,512.0,16,67.0,5.0,1,4.3,47990.0
HP,Windows OS,Intel i7,16,1024.0,14,268.0,20.0,1,4.1,73990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,15,95.0,6.0,1,4.5,87990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
HP,Windows OS,AMD Ryzen 7,16,512.0,16,500.0,39.0,1,4.2,74990.0
HP,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,34490.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
MSI,Windows OS,Intel i3,8,512.0,14,110.0,14.0,1,4.4,30500.0
MSI,Windows OS,Intel i3,8,512.0,14,15.0,1.0,1,4.6,28990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,1722.0,95.0,1,4.2,33990.0
MSI,Windows OS,AMD Ryzen 5,8,512.0,14,914.0,78.0,1,4.1,36990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,AMD Ryzen 7,8,256.0,15,954.0,65.0,1,4.0,24499.0
HP,Windows OS,AMD Ryzen 5,8,512.0,14,914.0,78.0,1,4.1,49990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Acer,Windows OS,Intel i7,32,1024.0,16,7.0,1.0,1,4.4,239990.0
MSI,Windows OS,Intel i5,8,512.0,15,4.0,0.0,2,4.8,50990.0
Lenovo,Windows OS,Intel i1,8,512.0,14,399.0,20.0,1,4.1,25990.0
Acer,Windows OS,Intel i7,16,1024.0,14,88.0,9.0,1,4.1,84990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
Lenovo,Windows OS,Intel i1,8,256.0,14,694.0,46.0,1,4.0,24800.0
ASUS,Windows OS,AMD Ryzen 5,8,512.0,15,2480.0,201.0,1,4.4,44990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
ASUS,Windows OS,AMD Ryzen 5,8,512.0,15,2480.0,201.0,1,4.4,44990.0
CHUWI,Windows OS,Intel i3,12,512.0,14,155.0,37.0,1,4.0,29990.0
DELL,Windows OS,Intel i5,8,512.0,15,34.0,4.0,1,3.8,52680.0
Acer,Windows OS,AMD Ryzen 7,16,512.0,14,530.0,61.0,1,4.3,49990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
HP,Windows OS,Intel i3,16,512.0,15,914.0,78.0,1,4.1,37490.0
Lenovo,Windows OS,Intel i3,8,512.0,15,73.0,2.0,1,3.9,29990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,Intel i5,16,512.0,15,205.0,11.0,1,3.7,44990.0
MSI,Windows OS,AMD Ryzen 7,16,512.0,14,914.0,78.0,1,4.1,51990.0
DELL,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,55990.0
Acer,Windows OS,Intel i7,16,1024.0,16,80.0,12.0,1,4.4,114990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 7,16,1024.0,16,222.0,26.0,1,4.5,98500.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,3479.0,257.0,1,4.3,39890.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
MSI,Windows OS,Intel i5,8,512.0,14,1788.0,177.0,1,4.3,36990.0
MSI,Windows OS,Intel i5,16,1024.0,15,10.0,1.0,2,4.7,74990.0
MSI,Windows OS,AMD Ryzen 5,16,512.0,14,3072.0,340.0,1,4.4,39990.0
Acer,Windows OS,Intel i7,16,1024.0,16,3.0,0.0,1,4.0,188990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
MSI,Windows OS,Intel i5,8,512.0,15,4.0,0.0,2,4.8,50990.0
DELL,Windows OS,Intel i3,8,512.0,15,99.0,6.0,1,4.1,35990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
MSI,Windows OS,AMD Ryzen 5,8,512.0,14,3072.0,340.0,1,4.4,36990.0
ASUS,Windows OS,Intel i1,8,512.0,15,46.0,5.0,1,4.0,26990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,127.0,12.0,1,4.1,37990.0
DELL,Windows OS,Intel i7,16,512.0,15,137.0,11.0,1,4.3,69490.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,5670.0,471.0,1,4.2,31490.0
MSI,Windows OS,Intel i5,16,512.0,15,1210.0,100.0,2,4.3,47990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,14,914.0,78.0,1,4.1,155990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
HP,Windows OS,AMD Ryzen 3,8,256.0,15,66.0,4.0,1,3.7,26970.0
Acer,Windows OS,AMD Ryzen 5,16,512.0,16,7.0,1.0,1,4.7,59990.0
MSI,Windows OS,AMD Ryzen 7,16,1024.0,15,6.0,1.0,2,4.8,92990.0
MSI,Windows OS,AMD Ryzen 5,16,512.0,15,35.0,1.0,2,4.5,55990.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,14,914.0,78.0,1,4.1,171990.0
HP,Windows OS,Intel i3,8,512.0,15,697.0,36.0,1,4.2,32990.0
HP,Windows OS,Intel i3,8,512.0,15,178.0,14.0,1,4.2,31930.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
SAMSUNG,Windows OS,Intel i7,16,512.0,15,914.0,78.0,1,4.1,122990.0
ASUS,Windows OS,Intel i5,16,512.0,16,7394.0,584.0,1,4.3,53990.0
ASUS,Windows OS,AMD Ryzen 5,16,512.0,15,2166.0,144.0,1,4.2,41990.0
Acer,Windows OS,Intel i1,8,256.0,14,400.0,60.0,1,3.8,15990.0
Acer,Windows OS,Intel i7,16,1024.0,16,914.0,78.0,1,4.1,179990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
DELL,Windows OS,Intel i5,8,512.0,15,34.0,4.0,1,3.8,47490.0
Lenovo,Windows OS,AMD Ryzen 3,8,512.0,15,356.0,20.0,1,4.0,31990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 3,16,512.0,15,914.0,78.0,1,4.1,28280.0
HP,Windows OS,Intel i5,16,512.0,14,89.0,7.0,1,4.4,72990.0
DELL,Windows OS,Intel i1,4,256.0,14,24.0,0.0,1,4.3,18900.0
MSI,Windows OS,AMD Ryzen 5,16,512.0,15,195.0,26.0,2,4.3,52990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
MSI,Windows OS,Intel i5,16,512.0,15,35.0,0.0,2,4.4,61990.0
HP,Windows OS,Intel i3,8,512.0,15,958.0,73.0,1,4.2,30890.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
Acer,Windows OS,Intel i3,8,512.0,14,12925.0,955.0,1,4.2,28990.0
HP,Windows OS,Intel i3,16,512.0,15,181.0,9.0,1,4.0,35990.0
Lenovo,Windows OS,Intel i1,8,256.0,14,694.0,46.0,1,4.0,24800.0
MSI,Windows OS,Intel i5,16,512.0,14,1788.0,177.0,1,4.3,41500.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,30990.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
DELL,Windows OS,AMD Ryzen 5,8,512.0,15,914.0,78.0,1,4.1,36790.0
DELL,Windows OS,Intel i3,8,512.0,15,315.0,27.0,1,4.1,36590.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Lenovo,Windows OS,AMD Ryzen 3,8,512.0,15,22.0,4.0,1,3.6,28090.0
Apple,Mac OS,Apple M series,16,256.0,15,98.0,16.0,1,4.6,124900.0
ASUS,Windows OS,Intel i3,8,512.0,15,724.0,98.0,1,4.5,38975.0
Lenovo,Windows OS,Intel i5,16,512.0,14,336.0,44.0,1,4.2,73190.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1402.0,105.0,1,4.0,24999.0
MSI,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,52989.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
ASUS,Windows OS,AMD Ryzen 3,8,512.0,14,1452.0,140.0,1,4.3,33990.0
HP,Windows OS,Intel i5,16,512.0,14,23.0,2.0,1,4.1,67990.0
DELL,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,55990.0
MSI,Windows OS,Intel i7,16,512.0,14,3.0,0.0,2,5.0,89990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
ASUS,Windows OS,Intel i5,16,512.0,15,202.0,12.0,1,4.1,54500.0
ASUS,Windows OS,AMD Ryzen 3,8,512.0,15,914.0,78.0,1,4.1,31450.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
MSI,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,47990.0
Lenovo,Windows OS,Intel i3,8,256.0,15,1261.0,92.0,1,4.2,33990.0
Acer,Windows OS,AMD Ryzen 3,8,256.0,14,654.0,68.0,1,4.0,25490.0
Lenovo,Windows OS,Intel i5,24,512.0,15,558.0,42.0,1,4.3,71990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,Intel i5,8,512.0,15,774.0,64.0,1,4.2,57990.0
Apple,Mac OS,Apple M series,16,256.0,15,98.0,16.0,1,4.6,124900.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
DELL,Windows OS,Intel i3,8,512.0,15,322.0,26.0,1,4.2,31999.0
MSI,Windows OS,Intel i7,16,1024.0,16,4.0,0.0,2,5.0,149990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,703.0,49.0,1,4.3,29999.0
ASUS,Windows OS,AMD Ryzen 3,8,512.0,15,914.0,78.0,1,4.1,31450.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
HP,Windows OS,AMD Ryzen 7,8,256.0,15,954.0,65.0,1,4.0,24499.0
HP,Windows OS,Intel i3,8,512.0,15,257.0,27.0,1,3.8,28776.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
HP,Windows OS,Intel i3,8,512.0,15,595.0,35.0,1,4.1,35990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,914.0,78.0,1,4.1,61990.0
Lenovo,Windows OS,Intel i7,16,1024.0,16,4.0,1.0,1,4.5,83990.0
Acer,Windows OS,Intel i7,16,512.0,15,8.0,3.0,1,5.0,94990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,30990.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,1718.0,172.0,1,4.5,51490.0
DELL,Windows OS,Intel i3,8,512.0,15,203.0,14.0,1,4.1,40800.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,Intel i5,16,512.0,15,291.0,22.0,1,4.3,75790.0
Lenovo,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,60690.0
DELL,Windows OS,Intel i5,16,512.0,15,509.0,35.0,1,4.1,50999.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,31152.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
MSI,Windows OS,Intel i3,16,512.0,15,914.0,78.0,1,4.1,35499.0
Lenovo,Windows OS,AMD Ryzen 7,16,512.0,14,9.0,2.0,1,4.1,77690.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
DELL,Windows OS,Intel i3,8,256.0,15,914.0,78.0,1,4.1,36990.0
Lenovo,Windows OS,AMD Ryzen 7,16,1024.0,14,91.0,6.0,1,4.2,87390.0
DELL,Windows OS,Intel i3,8,512.0,15,4554.0,327.0,1,4.3,37490.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,15,95.0,6.0,1,4.5,87990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
DELL,Windows OS,Intel i3,8,1024.0,15,99.0,6.0,1,4.1,43990.0
DELL,Windows OS,Intel i5,8,512.0,15,5.0,0.0,1,3.8,47990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
CHUWI,Windows OS,Intel i1,8,256.0,15,1357.0,162.0,1,3.7,18990.0
ASUS,Windows OS,Intel i5,16,512.0,15,11.0,2.0,1,3.8,48990.0
ASUS,Windows OS,Intel i3,8,512.0,15,778.0,82.0,1,4.3,34990.0
Lenovo,Windows OS,AMD Ryzen 3,8,512.0,14,87.0,10.0,1,4.0,26890.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
MSI,Windows OS,Intel i7,16,512.0,15,126.0,13.0,2,4.1,59990.0
ASUS,Windows OS,Intel i5,16,512.0,16,188.0,12.0,1,4.4,72490.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
