brand,OS,processor,RAM,storage,display,num_of_ratings,num_of_reviews,warranty,product_rating,price
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,Intel i5,8,512.0,15,5.0,2.0,1,4.4,45999.0
Thomson,Windows OS,Intel i7,16,512.0,15,14.0,4.0,1,3.6,37990.0
HP,Windows OS,Intel i5,16,512.0,15,1165.0,76.0,1,4.4,73990.0
Acer,Windows OS,Intel i5,8,512.0,15,3.0,0.0,1,4.7,50990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
HP,Windows OS,Intel i3,8,256.0,15,192.0,24.0,1,4.0,31990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,1677.0,139.0,1,4.2,47990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Ultimus,Windows OS,Intel i5,8,512.0,14,480.0,118.0,1,3.7,26990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,14,144.0,19.0,1,4.2,55849.0
Infinix,Windows OS,Intel i7,16,512.0,15,19.0,6.0,1,4.4,64990.0
Lenovo,Windows OS,Intel i5,16,1024.0,16,514.0,62.0,1,4.1,73690.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,187.0,16.0,1,3.9,29998.0
DELL,Windows OS,Intel i3,8,512.0,15,2553.0,265.0,1,4.2,34990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,14,30.0,6.0,1,3.8,30866.0
Lenovo,Windows OS,AMD Ryzen 3,8,512.0,15,89.0,9.0,1,4.2,26950.0
MSI,Windows OS,Intel i3,8,512.0,14,914.0,78.0,1,4.1,30990.0
MICROSOFT,Windows OS,Intel i5,8,256.0,14,90.0,12.0,1,4.3,79990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
ASUS,Windows OS,Intel i7,16,1024.0,15,39.0,7.0,1,4.7,139988.0
MSI,Windows OS,Intel i7,8,512.0,14,161.0,21.0,1,4.2,42990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Windows OS,AMD Ryzen 7,16,1024.0,14,13.0,1.0,1,4.3,65390.0
Lenovo,Windows OS,Intel i7,16,512.0,14,158.0,18.0,1,4.1,93990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,14.0,0.0,1,3.9,34990.0
HP,Windows OS,AMD Ryzen 3,16,512.0,14,914.0,78.0,1,4.1,29490.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
ASUS,Windows OS,Intel i5,8,512.0,15,69.0,6.0,1,4.0,43180.0
Acer,Windows OS,Intel i3,8,512.0,14,3150.0,244.0,1,4.2,43000.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Lenovo,Windows OS,AMD Ryzen 5,16,512.0,14,914.0,78.0,1,4.1,50400.0
Lenovo,Windows OS,Intel i3,8,512.0,14,120.0,9.0,1,4.3,59339.0
DELL,Windows OS,Intel i3,8,512.0,15,315.0,27.0,1,4.1,35990.0
Lenovo,Windows OS,Intel i7,32,1024.0,14,16.0,2.0,1,4.1,106190.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Acer,Windows OS,Intel i5,16,512.0,15,3675.0,296.0,1,4.1,53990.0
Lenovo,Chrome OS,Intel i1,8,512.0,15,87.0,7.0,1,3.4,25190.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,4137.0,410.0,1,4.3,39862.0
Lenovo,Windows OS,Intel i7,16,512.0,14,41.0,3.0,1,4.3,82190.0
DELL,Windows OS,Intel i3,8,512.0,15,7.0,0.0,1,3.9,36490.0
ASUS,Windows OS,Intel i5,16,512.0,16,914.0,78.0,1,4.1,82990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
Infinix,Windows OS,Intel i5,16,512.0,15,127.0,22.0,1,4.2,54527.0
ASUS,Windows OS,Intel i5,16,512.0,15,11.0,2.0,1,3.8,48990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
MSI,Windows OS,Intel i5,16,512.0,14,7.0,1.0,2,4.4,61190.0
HP,Windows OS,Intel i3,8,512.0,15,48.0,3.0,1,4.6,37990.0
Lenovo,Windows OS,Intel i3,8,512.0,14,60.0,8.0,1,4.3,42500.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,207.0,12.0,1,4.1,37244.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,Intel i5,16,512.0,15,16.0,1.0,1,3.9,49990.0
SAMSUNG,Windows OS,Intel i5,16,512.0,14,914.0,78.0,1,4.1,131990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,Intel i5,16,512.0,16,537.0,53.0,1,4.5,89900.0
ASUS,Windows OS,Intel i3,16,512.0,15,12211.0,953.0,1,4.3,34850.0
ASUS,Windows OS,AMD Ryzen 5,16,512.0,15,73.0,4.0,1,4.2,40990.0
Lenovo,Windows OS,Intel i5,8,512.0,14,9.0,1.0,1,3.1,48490.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
HP,Windows OS,Intel i5,16,512.0,15,2797.0,149.0,1,4.3,59390.0
HP,Windows OS,Intel i5,16,512.0,15,40.0,2.0,1,4.5,74499.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
DELL,Windows OS,Intel i3,8,256.0,14,2321.0,262.0,1,4.2,59839.0
DELL,Windows OS,AMD Ryzen 5,8,512.0,15,28.0,0.0,1,3.9,62929.0
HP,Windows OS,Intel i5,16,512.0,15,56.0,3.0,1,4.3,64999.0
HP,Windows OS,AMD Ryzen 5,8,512.0,14,30.0,6.0,1,3.8,30866.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
MSI,Windows OS,Intel i5,8,512.0,14,914.0,78.0,2,4.1,56990.0
Lenovo,Windows OS,Intel i7,16,1024.0,14,63.0,4.0,1,4.5,110190.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,AMD Ryzen 3,8,256.0,14,654.0,68.0,1,4.0,23390.0
HP,Windows OS,AMD Ryzen 5,8,512.0,14,76.0,6.0,1,4.1,30400.0
Lenovo,Windows OS,Intel i5,16,512.0,14,160.0,18.0,1,4.2,66990.0
Apple,Mac OS,Apple M series,24,512.0,14,914.0,78.0,1,4.1,139900.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 7,4,256.0,15,82.0,6.0,1,4.1,23490.0
ASUS,Windows OS,Intel i7,16,1024.0,16,35.0,7.0,1,4.4,159990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
DELL,Windows OS,Intel i5,16,512.0,15,40.0,1.0,1,3.9,56099.0
Acer,Windows OS,AMD Ryzen 3,8,512.0,14,654.0,68.0,1,4.0,22999.0
Apple,Mac OS,Apple M series,16,512.0,15,914.0,78.0,1,4.1,144900.0
Infinix,Windows OS,Intel i7,32,1024.0,15,1190.0,167.0,1,4.0,71990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,16,914.0,78.0,1,4.1,149990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
Lenovo,Windows OS,AMD Ryzen 7,16,512.0,14,3.0,0.0,1,4.0,62190.0
Lenovo,Windows OS,AMD Ryzen 5,8,512.0,14,41.0,5.0,1,4.0,43990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,16,914.0,78.0,1,4.1,181990.0
DELL,Windows OS,Intel i5,16,512.0,16,20.0,1.0,1,4.4,62990.0
Acer,Windows OS,Intel i7,16,512.0,15,914.0,78.0,1,4.1,78990.0
ASUS,Windows OS,Intel i5,16,512.0,16,541.0,35.0,1,4.2,41990.0
ASUS,Windows OS,,16,512.0,14,914.0,78.0,1,4.1,129990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
HP,Windows OS,Intel i5,16,512.0,15,742.0,52.0,1,4.3,62990.0
Lenovo,Windows OS,Intel i5,16,512.0,14,22.0,2.0,1,3.9,68990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,67.0,6.0,1,3.9,29490.0
DELL,Windows OS,Intel i3,8,256.0,15,18.0,0.0,1,4.3,42999.0
DELL,Windows OS,Intel i3,8,256.0,15,97.0,8.0,1,4.1,40610.0
HP,Chrome OS,MediaTek,4,512.0,14,7209.0,595.0,1,3.7,16140.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,15,914.0,78.0,1,4.1,122990.0
DELL,Windows OS,Intel i5,8,512.0,14,17.0,1.0,1,3.6,50990.0
ASUS,Windows OS,Intel i3,8,512.0,14,496.0,34.0,1,3.9,36990.0
SAMSUNG,Windows OS,Intel i5,16,512.0,15,914.0,78.0,1,4.1,114990.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
SAMSUNG,Windows OS,Intel i5,16,512.0,15,125.0,11.0,1,4.3,69999.0
SAMSUNG,Windows OS,Intel i5,8,512.0,15,125.0,11.0,1,4.3,62990.0
HP,Windows OS,Intel i7,16,1024.0,15,53.0,6.0,1,3.9,96788.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,626.0,35.0,1,4.3,57990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Acer,Windows OS,Intel i3,8,512.0,15,810.0,69.0,1,4.1,30890.0
HP,Windows OS,Intel i3,8,512.0,15,1185.0,96.0,1,4.2,37800.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
DELL,Windows OS,Intel i5,16,512.0,15,596.0,47.0,1,4.2,50499.0
HP,Windows OS,AMD Ryzen 3,8,512.0,14,3182.0,382.0,1,4.3,32998.0
HP,Windows OS,Intel i7,16,1024.0,15,53.0,6.0,1,3.9,96788.0
ASUS,Windows OS,Intel i5,16,512.0,15,3072.0,291.0,1,4.4,59890.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i7,16,512.0,14,914.0,78.0,1,4.1,139990.0
MSI,Windows OS,Intel i5,8,512.0,14,914.0,78.0,2,4.1,56990.0
DELL,Windows OS,Intel i5,16,512.0,16,914.0,78.0,1,4.1,63990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,15,914.0,78.0,1,4.1,154990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,138990.0
Lenovo,Windows OS,Intel i5,16,512.0,14,371.0,30.0,1,4.2,58190.0
MICROSOFT,Windows OS,Intel i5,16,256.0,14,914.0,78.0,1,4.1,99990.0
Acer,Windows OS,Intel i3,8,512.0,15,1218.0,111.0,1,4.1,33480.0
Lenovo,Windows OS,Intel i3,8,256.0,15,6.0,0.0,1,4.5,33990.0
SAMSUNG,Windows OS,Intel i7,32,1024.0,14,914.0,78.0,1,4.1,171990.0
SAMSUNG,Windows OS,Intel i7,16,1024.0,14,914.0,78.0,1,4.1,155990.0
Infinix,Windows OS,Intel i7,16,512.0,15,28.0,6.0,1,3.7,65340.0
DELL,Windows OS,Intel i5,8,512.0,15,238.0,21.0,1,4.1,48990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
DELL,Windows OS,Intel i5,8,256.0,15,319.0,22.0,1,4.1,44990.0
HP,Windows OS,AMD Ryzen 3,8,256.0,15,914.0,78.0,1,4.1,25780.0
Infinix,Windows OS,Intel i7,16,512.0,15,153.0,36.0,1,4.0,71990.0
Lenovo,Windows OS,Intel i7,16,1024.0,16,307.0,20.0,1,4.1,80190.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
MSI,Windows OS,Intel i7,16,1024.0,14,84.0,9.0,1,4.1,62990.0
ASUS,Windows OS,Intel i7,16,1024.0,15,914.0,78.0,1,4.1,82990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
HP,Windows OS,AMD Ryzen 5,16,512.0,15,460.0,36.0,1,4.3,57999.0
ASUS,Windows OS,Intel i7,16,512.0,15,76.0,7.0,1,4.1,104990.0
HP,Windows OS,Intel i5,16,512.0,15,410.0,33.0,1,4.2,58490.0
HP,Windows OS,Intel i5,16,1024.0,14,119.0,8.0,1,4.4,80660.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i3,8,512.0,15,421.0,37.0,1,4.2,33990.0
Lenovo,Windows OS,Intel i1,8,256.0,15,13.0,0.0,2,3.5,25499.0
DELL,Windows OS,AMD Ryzen 3,8,512.0,15,17.0,2.0,1,3.9,30990.0
HP,Windows OS,AMD Ryzen 3,8,512.0,15,1966.0,171.0,1,4.2,30990.0
HP,Windows OS,Intel i5,8,512.0,15,6377.0,314.0,1,4.2,44499.0
DELL,Windows OS,Intel i3,8,256.0,15,488.0,36.0,1,4.2,36990.0
Acer,Windows OS,Intel i5,16,512.0,14,5009.0,447.0,1,4.3,60990.0
Infinix,Windows OS,Intel i7,32,1024.0,15,1190.0,167.0,1,4.0,71990.0
HP,Windows OS,Intel i5,16,512.0,15,221.0,13.0,1,4.1,55900.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
ASUS,Windows OS,Intel i7,16,1024.0,16,35.0,7.0,1,4.4,159990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,16,11.0,1.0,1,4.5,79990.0
CHUWI,Windows OS,Intel i1,8,256.0,14,1357.0,162.0,1,3.7,15990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Acer,Windows OS,Intel i5,16,512.0,15,35.0,2.0,1,4.3,65990.0
Acer,Windows OS,Intel i5,16,1024.0,15,205.0,11.0,1,3.7,50400.0
HP,Windows OS,Intel i5,8,512.0,15,742.0,52.0,1,4.3,59990.0
DELL,Windows OS,Intel i3,8,512.0,15,4554.0,327.0,1,4.3,33990.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
HP,Windows OS,Intel i5,16,512.0,15,236.0,9.0,1,4.0,59990.0
ASUS,Windows OS,AMD Ryzen 7,16,512.0,15,29.0,3.0,1,4.3,71100.0
HP,Windows OS,Intel i3,8,512.0,15,3.0,0.0,1,4.3,33900.0
HP,Windows OS,Intel i5,16,512.0,14,23.0,2.0,1,4.1,67990.0
HP,Chrome OS,Intel i1,4,512.0,14,1750.0,136.0,1,3.9,23588.0
DELL,Windows OS,Intel i5,16,512.0,15,9.0,2.0,1,4.1,97444.0
HP,Windows OS,Intel i3,8,512.0,15,914.0,78.0,1,4.1,40599.0
ASUS,Chrome OS,Intel i1,8,512.0,14,159.0,13.0,1,4.1,23990.0
HP,Windows OS,Intel i5,8,512.0,15,410.0,33.0,1,4.2,51190.0
CHUWI,Windows OS,Intel i1,8,256.0,14,392.0,66.0,1,4.1,17990.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
Acer,Windows OS,Intel i7,16,512.0,15,57.0,6.0,1,4.3,44900.0
Lenovo,Windows OS,Intel i7,16,512.0,14,41.0,3.0,1,4.3,82190.0
ASUS,Chrome OS,Intel i1,4,512.0,14,2594.0,228.0,1,3.8,13990.0
Lenovo,Chrome OS,MediaTek,8,512.0,14,1463.0,125.0,1,3.8,23850.0
Lenovo,Windows OS,AMD Ryzen 7,16,512.0,15,6.0,0.0,1,5.0,87990.0
Lenovo,Windows OS,Intel i3,8,256.0,15,212.0,17.0,1,4.1,40000.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,914.0,78.0,1,4.1,49990.0
HP,Windows OS,Intel i5,8,1024.0,15,61.0,2.0,1,4.2,48985.0
HP,Chrome OS,Intel i1,4,512.0,14,1960.0,141.0,1,4.1,19990.0
SAMSUNG,Windows OS,Intel i3,8,512.0,15,2726.0,340.0,1,4.5,41990.0
HP,Windows OS,AMD Ryzen 5,8,512.0,15,914.0,78.0,1,4.1,48999.0
Infinix,Windows OS,Intel i5,16,512.0,15,127.0,22.0,1,4.2,54527.0
Acer,Windows OS,Intel i5,16,512.0,14,2692.0,194.0,1,4.1,40990.0
ASUS,Chrome OS,Intel i1,4,512.0,15,2242.0,201.0,1,3.8,14990.0
ASUS,Windows OS,Intel i5,16,512.0,15,3.0,0.0,1,3.7,69990.0
Lenovo,Windows OS,Intel i3,8,512.0,15,67.0,6.0,1,3.9,29490.0
Lenovo,Windows OS,AMD Ryzen 7,32,1024.0,16,3.0,0.0,1,4.7,201190.0
